id,name,description,component_set_id,key
130:6707,check-window,,,760f0629951b5526e2d601f44866682e3599322b
130:6714,download-data-window,,,e7cf945fbaa84c39e36bdbcc8d9325c7564930ee
130:6721,upload-data-window,,,1ddb5063e792f2be49fbb075cd25638cd2d7dd54
130:6728,pause-window,,,9f2f901c56fdc5184f46792c6ef6d2d7cafec904
130:6736,fingerprint-window,,,812624adc990191c377409479f59d8056e6af7da
130:6744,favourite-window,,,598c4b00f484e1cda45017260642636587827311
130:6751,brightness-window,,,829ea18d1acd6b4105a5e09e2de787b914c7f567
130:6759,brightness,,,12df5819d1c8f36a5a50ff8746b7427622c401b4
130:6763,input-output,,,6ec2b6b1df75dc5bdac8952279fca6f094043a3e
130:6767,key-command,,,66718a273dec2e39330ea0c84553979844ba26e7
130:6772,calendar-plus,,,37faa2c178d9bc89505d329c8fe741e2219c57e4
130:6778,calendar-minus,,,65a80d8c08b1b7ab77361e6c949c33615e09e885
130:6788,airplane,,,4c5ab8c2df6e3bd95b5ca26209646930ad6298c4
130:6790,airplane-off,,,f3b19b2f708555a2acbda90303d431529cdaa87c
130:6793,bicycle,,,bed02547f960c8d47cf39608c4351046a22291ff
130:6799,car,,,474b2a6e88b5b3425c482d298d444e5cbe684a8c
130:6804,airplane-rotation,,,f839228f75bd63600c92bebe9c56e9a26571d3a6
130:6810,gas-tank,,,b185fdca0ac2de5061b3b67b0bf39c86288257d9
130:6813,gas-tank-drop,,,e6a0e325ae816bb5587a02749b03798dc806b5db
130:6816,bus,,,d7d49dc5d5461d66aae133eb989837e8583a9971
130:6824,bus-stop,,,325c86ec20b21b92efeaa3f14c905d8d7082f558
130:6832,metro,,,32f345331e8b7c24145f237e29f9343564dcab87
130:6842,train,,,07f210a50d7f75e08ac478f8e3f1d928bdc9990d
130:6851,tram,,,97df48ef58536885f39f8175e1daba9e5e995ac2
130:6861,airplane-helix,,,4e14a24efba8ae580f28d1e00ae2fe2390466150
130:6867,airplane-helix-45deg,,,e3155f264d5db11b906a12087b87839e9f492ff3
130:6873,hand-brake,,,3c13e5ffaa62517f9d04a029be55406a60c5b76f
130:6879,ev-station,,,1ba544fba851feaa9ead949abd3c918b53d65f30
130:6884,ev-charge,,,751553135950dc9322397636d7fc0156f4c30f33
130:6890,ev-charge-alt,,,fbe6f0d9b13b8e732e9488acf6f9f96724b2bffb
130:6898,ev-tag,,,3495eb6eb9dcff5f6c68f55f34914ea2d1f78399
130:6903,ev-plug,,,89b37d581fb88312fb0e8e53fbef39b0fe26645c
130:6908,ev-plug-charging,,,6dca10f93d0b00fc155bc93aea58151a686bc281
130:6914,ev-plug-error,,,1b96905a250ff333e28bdacdc81c8d03374c6175
130:6920,parking,,,683cbd133613ed5cd2e61bb029d2b82984def0d5
130:6924,truck,,,0fa3a0781df34247badde1894d628b322fb8af04
130:6932,delivery-truck,,,5ee671e03232e92d8442e10a1d0d186ff4af4570
130:6940,truck-length,,,7d0ccfcf885b6b8d5c3c55e8a7b3cc118fb86b05
130:6948,delivery,,,9dd0616a21b598627c7d04cdcb3023bef09b839e
130:6952,package,,,b4f551cfecfe52317c9d3a8a96b2612b0d480c15
130:6955,package-lock,,,9e5283fd1eabe1a4d23b6a8735d3007dffebb55c
130:6959,packages,,,0b9ab2430e197cfacbd61f48cc689e2a843a0c31
130:6966,motorcycle,,,54095be5c145e6b8f90744d6d08e3bc1bc09b4b6
130:6973,green-vehicle,,,7cb59e3bd3fb9b3bf8787caed05059d4f15eac23
130:6981,green-truck,,,1eab72c02728a569dfbfc63e73ee408a2105bf75
130:6988,hot-air-balloon,,,be97e3d3e1e4299694a519c7b8dc188e9927c7b4
130:6993,drone,,,fe52e29d0e024523a41abac2f3c0edffe5a1afe4
130:7003,green-bus 1,,,a951aa94a8fa1488486720daa8977ed1545caaaa
130:7012,drone-error,,,d7dc624dfa35633bf5ed69b220f8e75bf0358418
130:7022,drone-check,,,aee9498f837cc56e000afe1ca8f97693487b539d
130:7032,drone-refresh,,,d249b20c3d47087999337ef01affce894277ac7e
130:7044,drone-charge-low,,,7aab6343ebb2d825d7f34fe9367e592f2ff47b86
130:7055,drone-charge-half,,,4980f52ae8628629a8d30278eaf3a8ae7c3d3060
130:7067,drone-charge-full,,,aae7ac1ff89ede29fd38a1a8c795aead3e8cfb13
130:7080,drone-landing,,,3544f9a06162a2e9761dc1a305e96b547664b23d
130:7090,drone-take-off,,,dca7f7999219318425dc47cd2595cb98c102092f
130:7104,hammer,,,6300f429cb8ad09871bd2e7b04a0de45608211ab
130:7107,angle-tool,,,e8c6b1ad00edea86b0fa3e36358b17b9d15c7763
130:7115,tools,,,96b750b6ab030cd350756e44a423c5131b0e5b87
130:7120,wrench,,,cf5d0c7d0d49e744212bde88456a82dd2f192e49
130:7127,temperature-low,,,14e21ee09268c5592911240967191aa52bb4ade0
130:7135,temperature-high,,,63f0e49d823a1eb1050c0e0b167284d33d98db31
130:7143,snow-flake,,,f1bb61cbc61b6f024adb33e88fca7e8b393538a5
130:7145,cloud,,,6704670172f45cb50c3762e261304af2e9a7ee16
130:7147,heavy-rain,,,68670e8baaccad01160ba9d88b09f190c393a9a6
130:7152,fog,,,3f4cce000209782f7ca98b8745326d5a7e5658b9
130:7157,rain,,,88e1a4b1bbaf255623d0353b18213890867d3231
130:7163,thunderstorm,,,efbf05c43618b85a657a5397c7385d0a572e8cd3
130:7166,snow,,,258440fd66a1c25bda6e90d83a2ca28e5a1ccb47
130:7169,sun-light,,,247fa6deb60de30e47388c24f763f582807b8415
130:7179,cloud-sunny,,,68e00b88c68dd9d45932cf65b848fda130abd8f6
130:7187,wind,,,60363250f0b8706eb38d40f236ae4b0bae16c4e5
130:7192,temperature-up,,,b7d1d93b0aa37ceef50daee656a9b2c1ecd55c62
130:7200,temperature-down,,,49c91892c0c1e64842aee2d10174b43c9f23f558
130:7208,dew-point,,,8113195f4b0fa6321db826e3248b014476e36f39
130:7220,fingerprint,,,11e3787cde45e695763d3997dba20d9802b8035a
130:7230,fingerprint-circle,,,29a3fcb91289e7d90191782b6eb53227511868c7
130:7234,fingerprint-check-circle,,,2cb4fb0176d36abc54c023105cf5ed4f8e5cbef8
130:7239,fingerprint-error-circle,,,806bacaa75d67a8b5f184f249c3929753ca6d974
130:7244,voice,,,073d39e759ca814ced2a8e5a710db5da22641622
130:7250,voice-ok,,,66da001683a76c58e4a611d94de23bf60d9f9492
130:7257,voice-error,,,1b76052fc04959b599d16998535dec5c6a12f014
130:7264,fingerprint-square,,,389d7ddb0ae1e42927a895b9a87f4832a875c6e1
130:7268,voice-square,,,0dae2f24a542ce304caf3655ba223903acf7fd7f
130:7275,voice-scan,,,9ac7f7032f9da08d004fadb988fa8091b564e449
130:7285,fingerprint-scan,,,fcdd210c4f0c23ac3f76c3809061264cf33187ff
130:7292,fingerprint-phone,,,3ad643bd41c64b750abe5057886668117f13b782
130:7298,iris-scan,,,6fc085557a3d907dd8c2e63653b606209fc22906
130:7305,scanning,,,e280bc6d6869895f1378ad1e588e2aedfb3eb6ae
130:7315,voice-phone,,,898863e7539da4176d04ef51ce89f89237f796b2
130:7323,fingerprint-lock-circle,,,a292fa6e6b55f4dccccf1ea17425aa9865ef5a2c
130:7328,voice-lock-circle,,,fce0f6b7e2a6bf294a34352271fd272d9c37ac94
130:7336,voice-circle,,,7698d818252ce91ac775eb3655701525b415fec2
130:7343,user-scan,,,c1e26cbf81bb4571b181f17f0c6ffb7b4cf00446
130:7350,face-id,,,65dd448bccf40e738f1638693714443765123d73
130:7363,chromecast,,,9fe48cd44c276709cd7f4de8d23a5d8facce1e71
130:7368,chromecast-active,,,ef1daf781987429a54c60b196b6d60830759674b
130:7374,printer,,,7f2445af0b5e71beb5d4c77c7d50abdee4834861
130:7377,printer-alt,,,ebaff1417c9c4daa28f2e666f9e63da66c8688fc
130:7380,warning-hexagon,,,776b0f671f6de2792f56db26854e3de7a59844c8
130:7384,smartphone-device,,,4f96e78b8111e6cf1f2ee3e49ba5a2f8c6e6ef55
130:7387,modern-tv,,,c46c24b56a9e8f4bd47555a895029fed824a831e
130:7390,tv-issue,,,cabf74b375eb1fbb07c922ae551b052203725b61
130:7395,printing-page,,,6cb9c58ba74a82e86b4deb51a787ef19e4c5cfd4
130:7400,tv,,,9be1a18a7fa520f4f4ad2fa217bdb6456060b473
130:7403,computer,,,b1a32f7ac9541eddfa017b535431c88fb31b9b35
130:7407,hard-drive,,,67a38579444997925207bd0954781a1eee916d40
130:7412,wristwatch,,,15ce43f6ec8eb4c3b7d42cf3bb265c66700424b9
130:7417,modern-tv-4k,,,714e0c8867d7a22a95389cc0cdb6250b6b0f29ce
130:7422,4k-display,,,40bb92f118b17b6477b6f80b3a75925ffbe58242
130:7426,laptop,,,a03a9104f5ae73c023d77cbfc2c58eaaa134a9e0
130:7429,laptop-charging,,,9616f7d93a2f1846ef9667829d7fb89314095b6e
130:7433,laptop-issue,,,1136ce48fb59352077a99835a2f1fd228136eadc
130:7438,laptop-fix,,,14eaa7e9b1ace8bbeea4f32c33aaaa2044b60426
130:7445,tv-fix,,,a1c9e11bbe6cf35bd2b1debb1e2f16c63f98048f
130:7451,megaphone,,,435cee45bdf3b613201f939d206e4d64b6e60429
130:7454,vr-symbol,,,61d1f452b685074776e664377384bd96e61b6dd3
130:7458,ar-symbol,,,c539e61ad8779253d758e834cff4fa12cf31e157
130:7462,pen-tablet,,,8705afe4e90487c0c13539b3edeef3940a6e4508
130:7469,pen-tablet-connect-usb,,,8fdbfdc6d950eaee8b0cc9d86362cbae3787ffa6
130:7477,pen-tablet-connect-wifi,,,0cd8b1ec8001acf1995e2d497ff514d50c7fb3b3
130:7484,pen-connect-wifi,,,3fd04bf1c33174365c279770b2158338e6fcd780
130:7489,pen-connect-bluetooth,,,85c93c9278da909299866c78016a630ea862bdb3
130:7493,apple-imac-2021-side,,,0d9dff19d7fbae1b5fd1b1ebc1100acfb756f507
130:7496,apple-imac-2021,,,2af0c82a9e37013beaa3ade1c2ddf308935772f3
130:7498,save-floppy-disk,,,6e8e4969b33702e4a836dc9d2797a5c35786d545
130:7502,video-projector,,,78d36b3f5d590639840f921127c49b6a01ce1497
94:1714,"Size=Medium, State=Default, Content=Only Icons, Style=Outline",,94:1634,8b0bfdae7145f65819b5b89ac80c7e0c7da06fba
94:1716,"Size=Small, State=Default, Content=Only Icons, Style=Outline",,94:1634,02ecc0c20d5f883ef0ccb1eb1bef0f00385c82bc
94:1718,"Size=Tiny, State=Default, Content=Only Icons, Style=Outline",,94:1634,59c7d5a1176408bfa11e8f80f139faa06d9bdf43
94:1774,"Size=Medium, State=Error, Content=Only Icons, Style=Outline",,94:1634,a75cfdbc71894ca8ac540bcf06edb7fe16d6e967
94:1776,"Size=Small, State=Error, Content=Only Icons, Style=Outline",,94:1634,7c0eeb3757ba1179f460326fc4734e40d24882f9
94:1778,"Size=Tiny, State=Error, Content=Only Icons, Style=Outline",,94:1634,432bd979d499f57477a4b86eaede9088f6fa27b5
94:1784,"Size=Medium, State=Success, Content=Only Icons, Style=Outline",,94:1634,d379d25aed8409321ae47863b47f7ed284ace365
94:1786,"Size=Small, State=Success, Content=Only Icons, Style=Outline",,94:1634,ba34b3c24dada56df4a87d74bc846a1d318e72c0
94:1788,"Size=Tiny, State=Success, Content=Only Icons, Style=Outline",,94:1634,9f0004a9aac77858c02b84caeece436f49cfa265
94:1794,"Size=Medium, State=Warning, Content=Only Icons, Style=Outline",,94:1634,d0acaf03d48247a3e9ee4907be96e14c3a064403
94:1796,"Size=Small, State=Warning, Content=Only Icons, Style=Outline",,94:1634,50018a27dfde98a5f43f7d7162da0ca81aaaf6c8
94:1798,"Size=Tiny, State=Warning, Content=Only Icons, Style=Outline",,94:1634,a90019116f41d5bdaac845522c71d05c71fb0bc8
94:1804,"Size=Medium, State=Info, Content=Only Icons, Style=Outline",,94:1634,b109631b6955841a4c5f45f7d9fa322236efe4a0
94:1806,"Size=Small, State=Info, Content=Only Icons, Style=Outline",,94:1634,d45938a26f6c6221545f8c768705a5fdebad2ff5
94:1808,"Size=Tiny, State=Info, Content=Only Icons, Style=Outline",,94:1634,636b6a20f46975bd08a16514283d3a7837a77c9b
94:1920,"Size=Medium, State=Default, Content=Icons + Text, Style=Outline",,94:1634,627b7142cb9383d800bf366e46d0a792d467eef4
94:1925,"Size=Small, State=Default, Content=Icons + Text, Style=Outline",,94:1634,14f7ddfe2e7bb95e731d559ed439c3871e468dcf
94:1930,"Size=Tiny, State=Default, Content=Icons + Text, Style=Outline",,94:1634,fced44f3e6edc95593ace9c530bd320e9d91b6db
94:2070,"Size=Medium, State=Error, Content=Icons + Text, Style=Outline",,94:1634,d3780e8690fc4efdb89130aada3e5290aaa6bd24
94:2075,"Size=Small, State=Error, Content=Icons + Text, Style=Outline",,94:1634,f2419ecb0945783ecc4110601b28b88184343caa
94:2080,"Size=Tiny, State=Error, Content=Icons + Text, Style=Outline",,94:1634,86cda41956a24f595b26dd4b40d8845febeeed8c
94:2095,"Size=Medium, State=Success, Content=Icons + Text, Style=Outline",,94:1634,e9a099b13c9648378ee58a97ceaa2ac9f46c832b
94:2100,"Size=Small, State=Success, Content=Icons + Text, Style=Outline",,94:1634,0f8a200f42b5f41bbea23a365d6158ce791290f9
94:2105,"Size=Tiny, State=Success, Content=Icons + Text, Style=Outline",,94:1634,8b75c221c4e7d5ca67ff1c2120871bda06d87589
94:2120,"Size=Medium, State=Warning, Content=Icons + Text, Style=Outline",,94:1634,b7fadc9bd11573b53ca16970c98a348af6b8cd68
94:2125,"Size=Small, State=Warning, Content=Icons + Text, Style=Outline",,94:1634,e070b31b91e7ca111ac2547968240265b405f6fb
94:2130,"Size=Tiny, State=Warning, Content=Icons + Text, Style=Outline",,94:1634,7f2ba60f7322aa1d315be50d59a79acf1d644b17
2675:4690,"Size=Medium, State=Fillter, Content=Icons + Text, Style=Outline",,94:1634,7f8ee54777386592751687078ed71884321b4685
101:1637,"Size=Medium, State=Default, Content=Only Icons, Style=Filled",,94:1634,f6550c21b9192d9214ecf843f0c069b3059dc26d
101:1639,"Size=Medium, State=Error, Content=Only Icons, Style=Filled",,94:1634,dd96c7cef76093556d4c7f8c6ed1a5b8d35030f4
101:1641,"Size=Medium, State=Success, Content=Only Icons, Style=Filled",,94:1634,a1c6ef87e969cd49165f9123c1862ba1037aa237
101:1643,"Size=Medium, State=Warning, Content=Only Icons, Style=Filled",,94:1634,66780590f79305a6bae0714355a7e1a823e46a6c
101:1645,"Size=Medium, State=Info, Content=Only Icons, Style=Filled",,94:1634,b0fd56a6cf7066169d6504b2df30a2ffb0947c90
101:1652,"Size=Medium, State=Error, Content=Icons + Text, Style=Filled",,94:1634,90f41025b98583518a2084cb1f2c0af520f3ce1e
101:1657,"Size=Medium, State=Success, Content=Icons + Text, Style=Filled",,94:1634,bb7a4851f22e6862987d160ccae6238f1d9fdac4
101:1667,"Size=Medium, State=Info, Content=Icons + Text, Style=Filled",,94:1634,f3ba19e9859939ea89e5a563ca26a94cbe8e344a
94:2150,"Size=Small, State=Info, Content=Icons + Text, Style=Outline",,94:1634,8506b0a92fff54b5c7d97210d23d875c08d6ef21
101:1662,"Size=Medium, State=Warning, Content=Icons + Text, Style=Filled",,94:1634,0d9f5bd15a09e4e201369ad19018b3329182f3bc
2675:4706,"Size=Small, State=Fillter, Content=Icons + Text, Style=Outline",,94:1634,806b9e46ea98dc2336656a7a38b41d32698030e9
101:1714,"Size=Small, State=Default, Content=Only Icons, Style=Filled",,94:1634,1b8014ae3980ba641f113ef865fb6c5f7df7dc21
101:1716,"Size=Small, State=Error, Content=Only Icons, Style=Filled",,94:1634,dc4a44e622d1394d65f0d4c306f3bc07874ba3da
101:1718,"Size=Small, State=Success, Content=Only Icons, Style=Filled",,94:1634,7b963f24ae2aaf39f61521614c95bf3cbf72f6dc
101:1720,"Size=Small, State=Warning, Content=Only Icons, Style=Filled",,94:1634,965c1c7a5e19c642600aa8d8d7900fb4c52b5ab3
101:1722,"Size=Small, State=Info, Content=Only Icons, Style=Filled",,94:1634,bd0bc6e5ecbf1e8c25a26099fc13fc40056bc997
101:1724,"Size=Small, State=Default, Content=Icons + Text, Style=Filled",,94:1634,8a09d042a4de623f52aeb279daf6b74c3a672535
101:1729,"Size=Small, State=Error, Content=Icons + Text, Style=Filled",,94:1634,d42aa0045c7a167568ba0e5db7af9ac0c6b56206
94:2155,"Size=Tiny, State=Info, Content=Icons + Text, Style=Outline",,94:1634,6c47ad1c088ca4b5dbc42b87f6d2e3ffcf022804
101:1734,"Size=Small, State=Success, Content=Icons + Text, Style=Filled",,94:1634,3924fbcbc9d36fc0c5acc7bfaee9f63f775d10c1
101:1739,"Size=Small, State=Warning, Content=Icons + Text, Style=Filled",,94:1634,7c8b40fd5b7ce530fdb6fa874ccb7b4458c16a07
101:1744,"Size=Small, State=Info, Content=Icons + Text, Style=Filled",,94:1634,d582a8de730aac3cba1764e81b3a11a2d0f3b596
2675:4779,"Size=Small, State=Fillter, Content=Icons + Text, Style=Filled",,94:1634,fec420bdf74591f16bd11fd2bcc18b3d22cde8d5
2675:4714,"Size=Tiny, State=Fillter, Content=Icons + Text, Style=Outline",,94:1634,548b9ccb2cdd14b5bb7068930c9b0859956b213e
101:1780,"Size=Tiny, State=Default, Content=Only Icons, Style=Filled",,94:1634,bb4b1cba0abda7fe4129a2e6858b2a228b22585d
101:1782,"Size=Tiny, State=Error, Content=Only Icons, Style=Filled",,94:1634,e0580bc87b718b111701de15875ccdeab1fc0a86
101:1784,"Size=Tiny, State=Success, Content=Only Icons, Style=Filled",,94:1634,9db5dcbed1a2ce5006b0fb71b7e04c73ecdee87a
101:1786,"Size=Tiny, State=Warning, Content=Only Icons, Style=Filled",,94:1634,5ec49129450d50a107b7abedbfdc3f8c658268c7
101:1788,"Size=Tiny, State=Info, Content=Only Icons, Style=Filled",,94:1634,053fa1a801e7c709f4182d3bca67077f942075f9
101:1810,"Size=Tiny, State=Info, Content=Icons + Text, Style=Filled",,94:1634,b1c5bf489ec702dbe8c72087094e7434f28f5ce3
101:1790,"Size=Tiny, State=Default, Content=Icons + Text, Style=Filled",,94:1634,bc2b57cc8ecb48e8bd90b1e941c35a3c372500b1
101:1795,"Size=Tiny, State=Error, Content=Icons + Text, Style=Filled",,94:1634,7153413c7ea2ecd8e5bb25783779514e0cc4359f
101:1800,"Size=Tiny, State=Success, Content=Icons + Text, Style=Filled",,94:1634,1a153e2860fb2bb04f5a3f56d62a6e6d9d6c1a15
101:1805,"Size=Tiny, State=Warning, Content=Icons + Text, Style=Filled",,94:1634,8d8c74d16f6ab86147814ac1f7bf4133c34c8e3a
2675:4722,"Size=Tiny, State=Fillter, Content=Icons + Text, Style=Filled",,94:1634,a7a8779d777ca3093b5f13f2a250259ae63f97d5
104:1726,Size=Giant,,104:1727,278079014602a5eaf0364cd123de065368bfedb9
104:1728,Size=Large,,104:1727,331d58bb20f6b7bc0978e7e42551f40dc710a017
104:1730,Size=Medium,,104:1727,d5466f89aea18d2458433c045cef58d419b05a9a
104:1732,Size=Small,,104:1727,a33d79b1b47dc29880e1bef417424a33190a704c
104:1736,Size=Tiny,,104:1727,5040976ceb59e1ad675ebdaf180b583d0765b17d
104:1563,Position=Bottom,,104:1571,deef576628fe769dd08f3a4fd6d429956bf68b73
104:1572,Position=Top,,104:1571,6a17ceaab62e930c7926958553ea424b8ef3e6a3
104:1578,Position=Left,,104:1571,4b30cd90aa759a90490b6fddf3f34d4ba2d59c86
104:1584,Position=Right,,104:1571,f3f0aa509a45bf3c1cef5c286cf656cd7fea3e8d
101:1925,State=Default,,101:1936,3156328cdd0593e688c91d4ee7a2f477d304d661
101:1944,State=Focus,,101:1936,fb68df6492610b8078cdc4b85a61e90c97787550
101:2134,State=Selected,,101:1936,836695c39796868d37b598814d8256a9ae82a184
101:2151,State=Disabled,,101:1936,c2431e63325928bee8615e7630b00761ad8e8003
101:1937,State=Hover,,101:1936,775a0eae1263e1199f0afa436ed35d82dff06b3b
101:2118,Amount=5,,101:2177,668f7f70250912ef7171d01d431a98f9588bdb4c
101:2223,Amount=4,,101:2177,eaa7caeba0e1a03f8c979b79a69782a47dfcd3ae
101:2312,Amount=3,,101:2177,d257ebe4345f59fb3bf959f4f46ec1d1748c0fc7
101:2363,Amount=2,,101:2177,453eaaa805965eb50c1a456af2937233b5e86fdc
104:2017,"Position=Left, State=Active, Procent=0%",,104:2039,aba8f9223acc0688a902ad60944156256bc611f4
104:2088,"Position=Left, State=Disabled, Procent=0%",,104:2039,2b5238144f51fa779b377ccc460ab80a5956a502
104:2048,"Position=Left, State=Active, Procent=20%",,104:2039,de2dfdf721804c8d9e4da04cae35e4cd0226f48f
104:2056,"Position=Left, State=Active, Procent=40%",,104:2039,542369bc0a33fb807cb66e77d7d6fe3d29795a77
104:2064,"Position=Left, State=Active, Procent=60%",,104:2039,88e2f972fa35ed1feb97ca4df31ff85357e9919a
104:2072,"Position=Left, State=Active, Procent=80%",,104:2039,c56101da88621b81b3971e42a7ece681305e75ad
104:2080,"Position=Left, State=Active, Procent=100%",,104:2039,f6b0416bb6de791103b5162262da6247468c116a
104:2112,"Position=Right, State=Active, Procent=0%",,104:2039,6880a958b5df78a5d0bff4c44906c6de50d2c018
104:2120,"Position=Right, State=Disabled, Procent=0%",,104:2039,d83697af6e457b53674373e0b4c9b9879fb29dec
104:2128,"Position=Right, State=Active, Procent=20%",,104:2039,1c912895435f4820020a568f76e8e26225d8b6bb
104:2136,"Position=Right, State=Active, Procent=40%",,104:2039,6513b95212fa184f5aa1c92c73a9784b0071ad38
104:2144,"Position=Right, State=Active, Procent=60%",,104:2039,d467b404bfd831792db9129bf278cdc965b4127c
104:2152,"Position=Right, State=Active, Procent=80%",,104:2039,a6e6a47460f70d9a4b38db6b6574aaee270c7def
104:2160,"Position=Right, State=Active, Procent=100%",,104:2039,889e4192181051eb21b2fdd2c3966161cf9df5c5
104:2468,"Size=XXXL Giant, Type=Image",,106:1495,0e69072527983a4b0fa3f6e4cedc6550a6eadf82
106:1496,"Size=XXL Giant, Type=Image",,106:1495,d1da51aba26005f58e07ecd0e49d0e76d7e04539
106:1499,"Size=XL Giant, Type=Image",,106:1495,7e06a5c4e598db07b8c87b6177ff09332c0b67ef
106:1502,"Size=Giant, Type=Image",,106:1495,e0f9e0696feb5b896adb33064972cda642f08a27
106:1505,"Size=Large, Type=Image",,106:1495,1d9b4a6d1856d33d7fa7782122dfa3e0b80772e6
106:1508,"Size=Medium, Type=Image",,106:1495,721259884ed48f9e16f089461277c087c4aa9763
106:1511,"Size=Small, Type=Image",,106:1495,0c59a520831270e06638749c665f9b7e58a2500c
106:1514,"Size=Tiny, Type=Image",,106:1495,038f3923d865ffc379f9fc52d79146c3ef4c1ad8
106:1520,"Size=XXXL Giant, Type=Letter",,106:1495,f7346bc4573918539715b42066e57a40c38c19a2
106:1523,"Size=XXL Giant, Type=Letter",,106:1495,2f577fc648f29d1c4f7b10b301da981a64e580b7
106:1526,"Size=XL Giant, Type=Letter",,106:1495,fb6984bd1c7e9ea56dcd651e86a640bc02d49cdf
106:1529,"Size=Giant, Type=Letter",,106:1495,7c735c48cbb7a8e06d508d33e64a958c578c7116
106:1532,"Size=Large, Type=Letter",,106:1495,a4636d01a26a96226d19cc6fa16173ccfd4bf228
106:1535,"Size=Medium, Type=Letter",,106:1495,e4d740fd8ea3e3c5259181ab7ff65a4713089570
106:1541,"Size=Tiny, Type=Letter",,106:1495,05cc13459ef1618e7cb0ad3743f1cc5cec197e7c
107:1498,"Size=XXXL Giant, Type=Icon",,106:1495,a2d3301228db02106e892e22da373acff49bfe82
107:1502,"Size=XXL Giant, Type=Icon",,106:1495,5648cc4fa73c18636695885e218e8dbc65485e67
107:1506,"Size=XL Giant, Type=Icon",,106:1495,51fa5ea3ea133b1be7a1334272b9bfb1c822f46e
107:1510,"Size=Giant, Type=Icon",,106:1495,a46fd8c78c78f8a39871ba0cb58b5decd86b1d6d
107:1514,"Size=Large, Type=Icon",,106:1495,a642f3284326fddb1ec9b065accaf04e2ff59252
107:1518,"Size=Medium, Type=Icon",,106:1495,6d38ee15254258e0d6c844a00e1e0bd7ddfac70b
107:1522,"Size=Small, Type=Icon",,106:1495,f27394010f22a3d0d3d5fa90b963989a82daa014
107:1526,"Size=Tiny, Type=Icon",,106:1495,b2dc3ea7ed2910d294a575a4b665a84962d968a1
81:1225,"State=Default, Position=Off",,81:1224,d3a674859d4c483b786d92178d996a44d75082e6
81:1227,"State=Hover, Position=Off",,81:1224,4a397ff4049230d8368993b299da7c0f4e580b3e
81:1228,"State=Focus, Position=Off",,81:1224,b696db470782fe5f26758fe7dfeafa70f098304f
81:1229,"State=Selected, Position=Off",,81:1224,3e5b1eb0610b109c0ac7c346800ba9e5e2c18022
81:1280,"State=Default, Position=On",,81:1224,cf05aa13bfa281d3a29860598922aadfc9ff31d2
81:1282,"State=Hover, Position=On",,81:1224,467325c76d6fec43cb3292aad8f2ed8c35a9c3e2
81:1284,"State=Focus, Position=On",,81:1224,e665d611ed4fa767e593dfd75b3559d06ad8015e
81:1286,"State=Selected, Position=On",,81:1224,49b386497edfbe1a94e4a5c50cca8bf7ebdb2ca3
81:1232,"State=Default, Text Side=Left",,81:1231,fb0765ee23f652d9c1edafe57a6a84fdee134f35
81:1235,"State=Hover, Text Side=Left",,81:1231,34264058fc9d17184ac7b80f3dc80b743d80fee2
81:1238,"State=Focus, Text Side=Left",,81:1231,6b5deb032bcc2ad612432b36825f6e7e0fa00fcb
81:1241,"State=Selected, Text Side=Left",,81:1231,93750e42a529324d1bfe283a48cd633c46120a97
81:1247,"State=Default, Text Side=Right",,81:1231,32f190d735f3ee925815ba6a55eb3f95e22564c1
81:1250,"State=Hover, Text Side=Right",,81:1231,9305cfa13a91de6244b12b0bfe08b866fa6743d4
81:1253,"State=Focus, Text Side=Right",,81:1231,6fd9cc0885eef824581d66fcbd849a5040bcc6b7
81:1256,"State=Selected, Text Side=Right",,81:1231,aaaf3c45540d85b910bd585a77a9fe7730b24b6e
80:1702,State=Default,,80:1701,7793bc0272d6c2c0e8621600506e1116a8f1c6b7
80:1703,State=Disabled,,80:1701,de3686e3cc63eb38d9cab6f8654b0e9d6a02da90
80:1704,State=Hover,,80:1701,15b2ed316347616d27dcf4466f593d3bf5244294
80:1705,State=Focus,,80:1701,bc3c9de5da7223546b12503a5e1d4116c8c8190d
80:1706,State=Selected,,80:1701,7179895b622af78078b7161a8b3ddbb8b2e7ba3b
80:1711,"State=Default, Text Side=Left",,80:1710,746656ebdb52130d7883eba53196dfcd3a8d8421
80:1714,"State=Hover, Text Side=Left",,80:1710,e0a07998961f3cb8fb42bba1f745a0b2e58fdb2d
80:1717,"State=Focus, Text Side=Left",,80:1710,43fd62772a65f32fb2fd5b72be6f93a7ccaaf716
80:1720,"State=Selected, Text Side=Left",,80:1710,1dc8acd41ea695f29266caa7b2840bbac1c3bc12
80:1726,"State=Disabled, Text Side=Left",,80:1710,b1edd1ca801016fe7951e303d30f1fbc46d76d0c
80:1729,"State=Default, Text Side=Right",,80:1710,4154891fe9fc2cc789ebd36a9ee538feec995a56
80:1732,"State=Hover, Text Side=Right",,80:1710,6af3df96c500ef414290d94f9fab691e3fc4038c
80:1735,"State=Focus, Text Side=Right",,80:1710,5b34a4c94e6691d8d2a15934260e47ba3d9e6bc2
80:1738,"State=Selected, Text Side=Right",,80:1710,246094d5d5d2ff03643dc9968a7209699964e51e
80:1744,"State=Disabled, Text Side=Right",,80:1710,1cd3513462643519159c632901c344dab5391981
78:1431,State=Default,,78:1432,d770061dee3b2958ad2bc19a9352ac69eb4a7397
78:1486,State=Disabled,,78:1432,ac9a7931c1f17a6b235f2ef3070e26c66308e2ef
